time,state,uptimeSec,freeHeap,minFreeHeap,largestBlock,freeDma,minFreeDma,rssi,wifiMode,espnowBound,runActive,pingOk,wsFrames
2026-07-08T17:52:09,ok,2237,202416,170596,159732,194656,162836,-78,sta,True,False,1,10535
2026-07-08T17:52:19,ok,2247,203048,170596,159732,195288,162836,-78,sta,True,False,1,10575
2026-07-08T17:52:29,ok,2257,209196,170596,167924,201436,162836,-76,sta,True,False,1,10615
2026-07-08T17:52:39,ok,2267,209188,170596,167924,201428,162836,-83,sta,True,False,1,10655
2026-07-08T17:52:49,ok,2277,209188,170596,167924,201428,162836,-86,sta,True,False,1,10695
2026-07-08T17:52:59,ok,2287,209188,170596,167924,201428,162836,-87,sta,True,False,1,10735
2026-07-08T17:53:10,ok,2297,206760,170596,163828,198968,162836,-82,sta,True,False,1,10775
2026-07-08T17:53:20,ok,2307,209192,170596,163828,201432,162836,-82,sta,True,False,1,10815
2026-07-08T17:53:30,ok,2317,204820,170596,159732,197060,162836,-87,sta,True,False,1,10855
2026-07-08T17:53:40,ip_dead,,,,,,,,,,,0,
2026-07-08T17:53:57,ip_dead,,,,,,,,,,,0,
2026-07-08T17:54:14,ip_dead,,,,,,,,,,,0,
